"","X","Address","Restaurant","Food","Price","Cuisine","Latitude","Longitude","City"
"3134",3134,"27 Beach St Boston, MA, 02111","East Ocean City","Shrimp and Vegetable Fried Noodles",10.95,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3135",3135,"27 Beach St Boston, MA, 02111","East Ocean City","8 Delights and Vegetable Fried Noodles ",10.95,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3136",3136,"27 Beach St Boston, MA, 02111","East Ocean City","Shredded Pork, Chicken & Vegetable Shanghai Style Noodles ",10.95,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3137",3137,"27 Beach St Boston, MA, 02111","East Ocean City","Squid & Vegetabl Fried Noodles",10.5,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3138",3138,"27 Beach St Boston, MA, 02111","East Ocean City","Shredded Chicken & Vegetable Fried Noodles",10.5,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3139",3139,"27 Beach St Boston, MA, 02111","East Ocean City","Chunk of Chicken & Vegetable Fried Noodles",10.5,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3140",3140,"27 Beach St Boston, MA, 02111","East Ocean City","Roast Pork & Vegetable Fried Noodles",10.5,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3141",3141,"27 Beach St Boston, MA, 02111","East Ocean City","Shredded Pork and Vegetable Fried Noodles",10.5,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3142",3142,"27 Beach St Boston, MA, 02111","East Ocean City","Beef with Green Pepper & Onions Fried Noodles",10.5,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3143",3143,"27 Beach St Boston, MA, 02111","East Ocean City","Spare Ribs and Vegetable Fried Noodles",10.5,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3144",3144,"27 Beach St Boston, MA, 02111","East Ocean City","Braised Beef Brisket and Vegetable Fried Noodles",10.5,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3145",3145,"27 Beach St Boston, MA, 02111","East Ocean City","Bean Curd and Mixed Vegetables Fried Noodles",10.5,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3146",3146,"27 Beach St Boston, MA, 02111","East Ocean City","Buddha's Delight Fried Noodles",10.5,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3147",3147,"27 Beach St Boston, MA, 02111","East Ocean City","Shredded Chicken, Pork & Vegetable Fried Noodles",10.5,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3148",3148,"27 Beach St Boston, MA, 02111","East Ocean City","Shredded Pork & Shanghai Style Fried Noodle",10.5,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3149",3149,"27 Beach St Boston, MA, 02111","East Ocean City","Seafood Lai Foon",11.95,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3150",3150,"27 Beach St Boston, MA, 02111","East Ocean City","Roast Duck Lai Foon ",11.95,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3151",3151,"27 Beach St Boston, MA, 02111","East Ocean City","Beef with Lai Foon",10.5,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3152",3152,"27 Beach St Boston, MA, 02111","East Ocean City","Roast Pork with Lai Foon",10.5,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3153",3153,"27 Beach St Boston, MA, 02111","East Ocean City","Roast Pork, Chicken and Pork with Lai Foon",10.5,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3154",3154,"27 Beach St Boston, MA, 02111","East Ocean City","Rich Man Fried Rice",20.35,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3155",3155,"27 Beach St Boston, MA, 02111","East Ocean City","Fu Chow Fried Rice",18.95,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3156",3156,"27 Beach St Boston, MA, 02111","East Ocean City","Salted Fish Fried Rice",15.5,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3157",3157,"27 Beach St Boston, MA, 02111","East Ocean City","Salted Fish, Chinese Sausage & Scallop Fried Rice",15.5,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3158",3158,"27 Beach St Boston, MA, 02111","East Ocean City","Love Bird Fried Rice",13.75,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3159",3159,"27 Beach St Boston, MA, 02111","East Ocean City","Chinese Sausage & Scallop Fried Rice",12.95,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3160",3160,"27 Beach St Boston, MA, 02111","East Ocean City","Salted Fish & Chicken Fried Rice",10.75,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3161",3161,"27 Beach St Boston, MA, 02111","East Ocean City","Shredded Chicken & Pineapple Fried Rice",10.75,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3162",3162,"27 Beach St Boston, MA, 02111","East Ocean City","Shrimp & Pork Fried Rice",10.75,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3163",3163,"27 Beach St Boston, MA, 02111","East Ocean City","Shrimp Fried Rice",10.75,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3164",3164,"27 Beach St Boston, MA, 02111","East Ocean City","Chicken Fried Rice",10.15,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3165",3165,"27 Beach St Boston, MA, 02111","East Ocean City","Beef Fried Rice",10.45,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3166",3166,"27 Beach St Boston, MA, 02111","East Ocean City","Roast Pork Fried Rice",10.15,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3167",3167,"27 Beach St Boston, MA, 02111","East Ocean City","Mixed Vegetables Fried Rice",10.15,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3168",3168,"27 Beach St Boston, MA, 02111","East Ocean City","Shredded Dry Scallops & Black Mushroom Yee Mein",19.95,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3169",3169,"27 Beach St Boston, MA, 02111","East Ocean City","Black Mushroom and Vegetable Lo Mein",11.5,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3170",3170,"27 Beach St Boston, MA, 02111","East Ocean City","Vegetable Yee Mein",11.5,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3171",3171,"27 Beach St Boston, MA, 02111","East Ocean City","Shrimp Lo Mein",10.5,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3172",3172,"27 Beach St Boston, MA, 02111","East Ocean City","Shredded Chicken, Pork and Vegetable Lo Mein",10.5,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3173",3173,"27 Beach St Boston, MA, 02111","East Ocean City","Beef Lo Mein",10.5,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3174",3174,"27 Beach St Boston, MA, 02111","East Ocean City","Chicken Lo Mein",10.5,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3175",3175,"27 Beach St Boston, MA, 02111","East Ocean City","Roast Pork Lo Mein",10.5,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3176",3176,"27 Beach St Boston, MA, 02111","East Ocean City","Ginger and Scallion Lo Mein",10.5,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3177",3177,"27 Beach St Boston, MA, 02111","East Ocean City","Seafood & Chinese Broccoli with Satay Sauce Chow Foon",11.95,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3178",3178,"27 Beach St Boston, MA, 02111","East Ocean City","Beef with Satay Sauce Chow Foon (Hot)",10.5,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3179",3179,"27 Beach St Boston, MA, 02111","East Ocean City","Beef with Scallion and Onion Chow Foon ( Dry Fried)",10.5,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3180",3180,"27 Beach St Boston, MA, 02111","East Ocean City","Beef with Green Pepper and Onion Chow Foon",10.5,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3181",3181,"27 Beach St Boston, MA, 02111","East Ocean City","Braised Beef Brisket and Vegetable Chow Foon",10.5,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3182",3182,"27 Beach St Boston, MA, 02111","East Ocean City","Beef and Vegetable Chow Foon",10.5,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3183",3183,"27 Beach St Boston, MA, 02111","East Ocean City","Beef & Chinese Broccoli Chow Foon",10.5,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3184",3184,"27 Beach St Boston, MA, 02111","East Ocean City","Preserved Vegetable & Shredded Duck with Rice Sticks",11.85,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3185",3185,"27 Beach St Boston, MA, 02111","East Ocean City","Spicy Preserved Vegetable & Beef with Rice Sticks",11.85,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3186",3186,"27 Beach St Boston, MA, 02111","East Ocean City","Preserved Vegetable & Shredded Pork with Rice Sticks",10.5,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3187",3187,"27 Beach St Boston, MA, 02111","East Ocean City","Shredded Pork and Vegetable Rice Sticks",10.5,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3188",3188,"27 Beach St Boston, MA, 02111","East Ocean City","Pork, Shrimp and Egg with Curry Sauce Rice Sticks",10.5,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3189",3189,"27 Beach St Boston, MA, 02111","East Ocean City","Pork, Shrimp and Egg with Rice Stick (Sweet)",10.5,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3190",3190,"27 Beach St Boston, MA, 02111","East Ocean City","Pork, Shrimp and Egg with Rice Sticks",10.5,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3191",3191,"27 Beach St Boston, MA, 02111","East Ocean City","Chunk of Chicken and Vegetable Rice Sticks",10.5,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3192",3192,"27 Beach St Boston, MA, 02111","East Ocean City","Seafood & Vegetables Noodle",11.85,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3193",3193,"27 Beach St Boston, MA, 02111","East Ocean City","Eight Delights & Vegetables Noodle ",10.95,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3194",3194,"27 Beach St Boston, MA, 02111","East Ocean City","Seafood & Vegetable Udon",11.95,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3195",3195,"27 Beach St Boston, MA, 02111","East Ocean City","Beef & Vegetable Udon",11.25,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3196",3196,"27 Beach St Boston, MA, 02111","East Ocean City","Roast Pork and Roast Duck Noodle",11.25,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3197",3197,"27 Beach St Boston, MA, 02111","East Ocean City","Roast Pork and Chicken Noodle",12.25,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3198",3198,"27 Beach St Boston, MA, 02111","East Ocean City","Braised Beef Brisket and Meat Ball Noodle",10.5,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3199",3199,"27 Beach St Boston, MA, 02111","East Ocean City","Roast Duck Noodle",10.5,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3200",3200,"27 Beach St Boston, MA, 02111","East Ocean City","Roast Pork Noodle ",10.5,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3201",3201,"27 Beach St Boston, MA, 02111","East Ocean City","Salted Chicken Noodle (with Bone)",10.5,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3202",3202,"27 Beach St Boston, MA, 02111","East Ocean City","Preserved Vegetable and Pork Noodle ",10.5,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3203",3203,"27 Beach St Boston, MA, 02111","East Ocean City","Spicy Preserved Vegetable and Pork Noodle ",10.5,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3204",3204,"27 Beach St Boston, MA, 02111","East Ocean City","Braised Beef Brisket Noodle",10.5,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3205",3205,"27 Beach St Boston, MA, 02111","East Ocean City","Fish Ball Noodle ",10.5,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3206",3206,"27 Beach St Boston, MA, 02111","East Ocean City","Crab Meat with Vegetables & Straw Mushrooms ",17.5,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3207",3207,"27 Beach St Boston, MA, 02111","East Ocean City","Black Mushrooms with Vegetable",15.25,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3208",3208,"27 Beach St Boston, MA, 02111","East Ocean City","Fried Tofu with Spicy Salt",14.25,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3209",3209,"27 Beach St Boston, MA, 02111","East Ocean City","Fried Bean Curd with Minced Shrimp",14.25,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3210",3210,"27 Beach St Boston, MA, 02111","East Ocean City","String Beans Szechuan Style (with or without pork)",12.5,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3211",3211,"27 Beach St Boston, MA, 02111","East Ocean City","Tofu with Mixed Vegetables ",11.25,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3212",3212,"27 Beach St Boston, MA, 02111","East Ocean City","Buddha's Delight",11.25,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3213",3213,"27 Beach St Boston, MA, 02111","East Ocean City","Stewed Tofu (with or without pork)",10.95,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3214",3214,"27 Beach St Boston, MA, 02111","East Ocean City","Chinese Vegetable with Oyster Sauce",10.95,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3215",3215,"27 Beach St Boston, MA, 02111","East Ocean City","Chinse Broccoli with Oyster Sauce",10.95,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3216",3216,"27 Beach St Boston, MA, 02111","East Ocean City","Stir Fried Watercress",10.95,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3217",3217,"27 Beach St Boston, MA, 02111","East Ocean City","Watercress with Preserved Bean Curd ",10.95,"Chinese, Seafood",42.3512603,-71.0618016,"Boston"
"3218",3218,"270 Adams St Dorchester, MA, 02122","Saigon Seafood Restaurant","Ca Phe Den Nong",3.25,"Vietnamese, Seafood, Asian",42.2999728,-71.0585517,"Boston"
"3219",3219,"270 Adams St Dorchester, MA, 02122","Saigon Seafood Restaurant","Ca Phe Sua Nong",3.5,"Vietnamese, Seafood, Asian",42.2999728,-71.0585517,"Boston"
"3220",3220,"270 Adams St Dorchester, MA, 02122","Saigon Seafood Restaurant","Ca Phe Sua Da",3.75,"Vietnamese, Seafood, Asian",42.2999728,-71.0585517,"Boston"
"3221",3221,"270 Adams St Dorchester, MA, 02122","Saigon Seafood Restaurant","Da Chanh",3.75,"Vietnamese, Seafood, Asian",42.2999728,-71.0585517,"Boston"
"3222",3222,"270 Adams St Dorchester, MA, 02122","Saigon Seafood Restaurant","Soda Chanh",3.75,"Vietnamese, Seafood, Asian",42.2999728,-71.0585517,"Boston"
"3223",3223,"270 Adams St Dorchester, MA, 02122","Saigon Seafood Restaurant","Chanh Muoi",3.75,"Vietnamese, Seafood, Asian",42.2999728,-71.0585517,"Boston"
"3224",3224,"270 Adams St Dorchester, MA, 02122","Saigon Seafood Restaurant","Xi Muoi",3.75,"Vietnamese, Seafood, Asian",42.2999728,-71.0585517,"Boston"
"3225",3225,"270 Adams St Dorchester, MA, 02122","Saigon Seafood Restaurant","Soda Xi Muoi",3.75,"Vietnamese, Seafood, Asian",42.2999728,-71.0585517,"Boston"
"3226",3226,"270 Adams St Dorchester, MA, 02122","Saigon Seafood Restaurant","Nutoc Cam Vat",4.25,"Vietnamese, Seafood, Asian",42.2999728,-71.0585517,"Boston"
"3227",3227,"270 Adams St Dorchester, MA, 02122","Saigon Seafood Restaurant","Sinh To Bo",4.25,"Vietnamese, Seafood, Asian",42.2999728,-71.0585517,"Boston"
"3228",3228,"270 Adams St Dorchester, MA, 02122","Saigon Seafood Restaurant","Sinh To Dau Xanh",4.25,"Vietnamese, Seafood, Asian",42.2999728,-71.0585517,"Boston"
"3229",3229,"270 Adams St Dorchester, MA, 02122","Saigon Seafood Restaurant","Sinh Dau Do Xanh",4.25,"Vietnamese, Seafood, Asian",42.2999728,-71.0585517,"Boston"
"3230",3230,"270 Adams St Dorchester, MA, 02122","Saigon Seafood Restaurant","Sinh To Sau Rieng",4.25,"Vietnamese, Seafood, Asian",42.2999728,-71.0585517,"Boston"
"3231",3231,"270 Adams St Dorchester, MA, 02122","Saigon Seafood Restaurant","Sinh To Khoai Mon",4.25,"Vietnamese, Seafood, Asian",42.2999728,-71.0585517,"Boston"
"3232",3232,"270 Adams St Dorchester, MA, 02122","Saigon Seafood Restaurant","Sinh To Mang Cau",4.25,"Vietnamese, Seafood, Asian",42.2999728,-71.0585517,"Boston"
"3233",3233,"270 Adams St Dorchester, MA, 02122","Saigon Seafood Restaurant","Sinh To Dua Gang",4.25,"Vietnamese, Seafood, Asian",42.2999728,-71.0585517,"Boston"
"3234",3234,"270 Adams St Dorchester, MA, 02122","Saigon Seafood Restaurant","Sinh To Xoai",4.25,"Vietnamese, Seafood, Asian",42.2999728,-71.0585517,"Boston"
"3235",3235,"270 Adams St Dorchester, MA, 02122","Saigon Seafood Restaurant","Sinh To Khom",4.25,"Vietnamese, Seafood, Asian",42.2999728,-71.0585517,"Boston"
"3236",3236,"270 Adams St Dorchester, MA, 02122","Saigon Seafood Restaurant","Che 3 Mau",4.5,"Vietnamese, Seafood, Asian",42.2999728,-71.0585517,"Boston"
"3237",3237,"270 Adams St Dorchester, MA, 02122","Saigon Seafood Restaurant","Nuoc Ngot",1.25,"Vietnamese, Seafood, Asian",42.2999728,-71.0585517,"Boston"
"3238",3238,"270 Adams St Dorchester, MA, 02122","Saigon Seafood Restaurant","Sinh To Tra Xanh",4.25,"Vietnamese, Seafood, Asian",42.2999728,-71.0585517,"Boston"
"3239",3239,"270 Adams St Dorchester, MA, 02122","Saigon Seafood Restaurant","Soda Sua Hot Ga",4.25,"Vietnamese, Seafood, Asian",42.2999728,-71.0585517,"Boston"
"3240",3240,"270 Adams St Dorchester, MA, 02122","Saigon Seafood Restaurant","Nuoc Dua",3.5,"Vietnamese, Seafood, Asian",42.2999728,-71.0585517,"Boston"
"3241",3241,"270 Adams St Dorchester, MA, 02122","Saigon Seafood Restaurant","Sup Mang Cua",8.95,"Vietnamese, Seafood, Asian",42.2999728,-71.0585517,"Boston"
"3242",3242,"270 Adams St Dorchester, MA, 02122","Saigon Seafood Restaurant","Sup Do Bien",14.95,"Vietnamese, Seafood, Asian",42.2999728,-71.0585517,"Boston"
"3243",3243,"270 Adams St Dorchester, MA, 02122","Saigon Seafood Restaurant","Sup Bong Bong Ca",14.95,"Vietnamese, Seafood, Asian",42.2999728,-71.0585517,"Boston"
"3244",3244,"270 Adams St Dorchester, MA, 02122","Saigon Seafood Restaurant","Sup Thit Bo",11.95,"Vietnamese, Seafood, Asian",42.2999728,-71.0585517,"Boston"
"3245",3245,"270 Adams St Dorchester, MA, 02122","Saigon Seafood Restaurant","Hoanh Thanh Sup",4.25,"Vietnamese, Seafood, Asian",42.2999728,-71.0585517,"Boston"
"3246",3246,"270 Adams St Dorchester, MA, 02122","Saigon Seafood Restaurant","Cha Gio",3.95,"Vietnamese, Seafood, Asian",42.2999728,-71.0585517,"Boston"
"3247",3247,"270 Adams St Dorchester, MA, 02122","Saigon Seafood Restaurant","Banh Hanh Chien",4.95,"Vietnamese, Seafood, Asian",42.2999728,-71.0585517,"Boston"
"3248",3248,"270 Adams St Dorchester, MA, 02122","Saigon Seafood Restaurant","Goi Cuon",3.95,"Vietnamese, Seafood, Asian",42.2999728,-71.0585517,"Boston"
"3249",3249,"270 Adams St Dorchester, MA, 02122","Saigon Seafood Restaurant","Nem Cuon",4.95,"Vietnamese, Seafood, Asian",42.2999728,-71.0585517,"Boston"
"3250",3250,"270 Adams St Dorchester, MA, 02122","Saigon Seafood Restaurant","Chao Tom Cuon",5.25,"Vietnamese, Seafood, Asian",42.2999728,-71.0585517,"Boston"
"3251",3251,"270 Adams St Dorchester, MA, 02122","Saigon Seafood Restaurant","Canh Ga Rang Muoi",9.95,"Vietnamese, Seafood, Asian",42.2999728,-71.0585517,"Boston"
"3252",3252,"270 Adams St Dorchester, MA, 02122","Saigon Seafood Restaurant","Ca Long Tong Rang Muoi",11.95,"Vietnamese, Seafood, Asian",42.2999728,-71.0585517,"Boston"
"3253",3253,"270 Adams St Dorchester, MA, 02122","Saigon Seafood Restaurant","Ca Bong Trung Rang Muoi",11.95,"Vietnamese, Seafood, Asian",42.2999728,-71.0585517,"Boston"
"3254",3254,"270 Adams St Dorchester, MA, 02122","Saigon Seafood Restaurant","Bo Lui",4.75,"Vietnamese, Seafood, Asian",42.2999728,-71.0585517,"Boston"
"3255",3255,"270 Adams St Dorchester, MA, 02122","Saigon Seafood Restaurant","Ga Lui",4.5,"Vietnamese, Seafood, Asian",42.2999728,-71.0585517,"Boston"
"3256",3256,"270 Adams St Dorchester, MA, 02122","Saigon Seafood Restaurant","Canh Ga Chien",6.75,"Vietnamese, Seafood, Asian",42.2999728,-71.0585517,"Boston"
"3257",3257,"270 Adams St Dorchester, MA, 02122","Saigon Seafood Restaurant","Luoi Vit Rang Muoi",12.95,"Vietnamese, Seafood, Asian",42.2999728,-71.0585517,"Boston"
"3258",3258,"270 Adams St Dorchester, MA, 02122","Saigon Seafood Restaurant","Luoi Vit Xi Dau",12.95,"Vietnamese, Seafood, Asian",42.2999728,-71.0585517,"Boston"
